tic_id,pl_name,hostname,pl_orbper,pl_trandur,pl_trandep,pl_tranmid,pl_rade,st_rad,ra,dec,sy_dist,sy_tmag
"TIC 14156936","TOI-5340 b","TOI-5340",4.93943920000,4.9800000,0.56300000,2459712.57912000,15.07607904,1.842000,59.3094816,22.3783373,532.62900000,11.7085000
"TIC 153078576","TOI-2407 b","TOI-2407",2.70296900000,1.7000000,0.51326783,2459149.05610000,4.26000000,0.567000,49.7465450,-46.4580250,92.43660000,12.5264000
"TIC 202425357","TOI-5386 A b","TOI-5386 A",3.62156552000,2.2230000,1.17200000,2459621.28242000,14.70618268,1.245000,226.1069193,60.5362318,394.48600000,11.3502000
"TIC 368287008","TOI-2015 b","TOI-2015",3.34823700000,0.9876000,0.87000000,2459424.78570000,3.30900000,0.327300,232.1326528,27.3610730,47.34440000,12.8387000
"TIC 295541511","TOI-1117 b","TOI-1117",2.22816000000,2.0150000,0.06300000,2459386.96400000,2.46000000,1.050000,273.6020606,-66.4199742,167.59800000,10.4055000
"TIC 147977348","TOI-640 b","TOI-640",5.00377700000,3.6960000,0.73900000,2458459.74130000,19.27944680,2.082000,99.7345935,-36.6461300,341.99700000,10.0367000
"TIC 153951307","TOI-1238 c","TOI-1238",3.29473600000,1.7500000,0.11134200,2458707.35200000,2.11000000,0.580000,201.3823387,68.8360678,70.71450000,11.2582000
"TIC 153951307","TOI-1238 b","TOI-1238",0.76459700000,1.0900000,0.03663400,2458684.10200000,1.21000000,0.580000,201.3823387,68.8360678,70.71450000,11.2582000
"TIC 120418600","KOI-1843.03","Kepler-974",0.17689130000,0.6500000,0.01500000,2454964.55230000,0.61000000,0.450000,285.0131082,40.2209547,134.31100000,13.3179000
"TIC 281837575","TOI-5143 c","TOI-5143",5.20971180000,1.6975678,1.13944692,2459527.24264000,16.25302201,0.852000,165.3651202,5.1394812,181.38000000,11.2668000
"TIC 144401492","TOI-1803 b","TOI-1803",6.29328700000,2.5900000,0.18100000,2458904.62370000,2.99000000,0.715000,178.0461054,35.1718001,119.24000000,11.1476000
"TIC 232941965","TOI-5882 b","TOI-5882",7.14897200000,7.1260000,0.19000000,2459768.86210000,11.46678726,2.260000,311.8886385,34.7374918,416.10400000,10.6338000
"TIC 317483660","TOI-2346 b","TOI-2346",3.33120290000,3.7970000,1.14700000,2459040.83958000,16.11851425,1.380000,88.0929073,-13.3724686,437.48400000,11.5584000
"TIC 318796593","TOI-2886 b","TOI-2886",1.60200105000,2.7840000,1.89700000,2459311.01449000,18.64053490,1.241000,110.0076569,-10.5698414,413.67300000,11.7858000
"TIC 10827386","TOI-2876 b","TOI-2876",6.29964310000,2.2490000,1.02500000,2459109.77217000,9.63972340,0.873000,110.2473528,-21.1146384,225.74400000,11.7038000
"TIC 148497855","TOI-2986 b","TOI-2986",3.27836620000,3.9580000,0.34150000,2459537.62548000,9.29224500,1.458000,163.7715605,-6.4784524,563.14900000,12.0682000
"TIC 332911893","WASP-116 b","WASP-116",6.61320000000,5.6460000,0.77630000,2457092.22528000,13.67495645,1.426000,35.2157609,-1.8260419,559.24300000,11.8795000
"TIC 448098793","TOI-3135 b","TOI-3135",3.70655850000,2.2300000,1.61600000,2459595.16441000,13.65253849,0.985000,207.8592276,-69.7725635,221.67300000,11.0994000
"TIC 289574465","WASP-188 b","WASP-188",5.74891600000,4.4120000,0.55090000,2457033.12141000,14.81827249,1.830000,278.7819771,36.6156327,675.28100000,11.7191000
"TIC 857186","WASP-154 b","WASP-154",3.81167800000,2.5650000,1.44000000,2459465.89195000,10.76062147,0.823000,327.7191734,-8.6359458,215.50100000,12.2037000
"TIC 434398831","TIC 434398831 b","TIC 434398831",3.68550400000,2.7600000,,2458468.63500000,3.51000000,0.909000,93.9592639,16.0238459,217.01100000,11.3110000
"TIC 290504044","TOI-3464 b","TOI-3464",3.65155680000,2.5080000,0.65400000,2459703.56516000,13.76462830,1.560000,234.4830357,-44.7899772,597.77400000,12.0719000
"TIC 178155732","HR 858 c","HR 858",5.97386500000,2.8430000,0.02087000,2458415.63344000,1.97900000,1.258000,42.9849779,-30.8140609,31.96400000,5.9053000
"TIC 85266608","WASP-197 b","WASP-197",5.16722800000,5.9764524,0.39310000,2456885.10428000,14.44837612,2.112000,160.6307133,28.1986255,483.67500000,10.8583000
"TIC 51637609","WASP-102 b","WASP-102",2.70981300000,3.2820000,0.99490000,2457109.45577000,14.90794433,1.375000,336.4643016,15.8566392,535.68900000,12.1088000
"TIC 221861843","TOI-3486 b","TOI-3486",2.21778105000,1.7170000,1.51500000,2459797.24218000,10.57006880,0.788000,249.4432035,-59.3051077,154.71500000,11.4867000
"TIC 266980320","HD 219666 b","HD 219666",6.03446800000,2.1580000,0.17506458,2459083.51070000,4.89800000,1.059000,349.5592665,-56.9039857,94.17190000,9.1790000
"TIC 28961316","TOI-3682 b","TOI-3682",3.34624060000,4.1760000,0.45760000,2459692.65921000,12.80065596,1.735000,50.2752271,25.2972658,404.21100000,11.3186000
"TIC 409594381","TOI-4214 b","TOI-4214",3.49138850000,3.2540000,0.46630000,2459129.83460000,10.68215861,1.434000,110.2495104,-13.9262649,346.88100000,11.0071000
"TIC 309694541","NGTS-32 b","NGTS-32",3.31211000000,4.5870457,0.56292158,2459435.76300000,15.91675259,1.850000,223.8576228,-18.4323191,837.45700000,12.8222000
"TIC 9006668","TOI-238 b","TOI-238",1.27309900000,1.5870000,0.04140000,2460205.75240000,1.55900000,0.756000,349.2310814,-18.6066463,80.54070000,9.9266010
"TIC 425817867","WASP-110 b","WASP-110",3.77840220000,2.8296300,2.45824117,2456502.72415000,13.19297028,0.853000,305.8724366,-44.0587001,274.96000000,12.0491000
"TIC 428820090","K2-233 c","K2-233",7.06024000000,2.6870000,,2457586.86200000,1.27200000,0.710000,230.4799011,-20.2317975,67.50620000,9.8125000
"TIC 402026209","WASP-4 b","WASP-4",1.33823099400,2.1664800,2.31200000,2455804.51567913,15.12091496,0.912000,353.5629149,-42.0617794,267.20600000,11.8295000
"TIC 290032428","Kepler-391 b","Kepler-391",7.41750000000,7.1200000,0.00726000,2455690.39590000,2.50000000,2.879000,290.6218844,51.0573453,869.23600000,12.3950000
"TIC 229650439","TOI-1438 b","TOI-1438",5.13967000000,1.0400000,0.07695997,2458683.62560000,3.04000000,0.820000,280.9237844,74.9378327,110.51300000,10.3237000
"TIC 229650439","TOI-1438 c","TOI-1438",9.42808900000,1.6700000,0.07990000,2458689.91360000,2.75000000,0.820000,280.9237844,74.9378327,110.51300000,10.3237000
"TIC 73649615","TOI-756 b","TOI-756",1.23924950000,1.1000000,0.29173715,2458570.65234000,2.81000000,0.505000,192.1037380,-45.4704709,86.17590000,12.5554000
"TIC 344657681","K2-214 b","K2-214",8.59656000000,3.7296000,0.04000000,2457396.60090000,2.51000000,1.236000,14.8759777,4.2277722,300.64000000,11.1651000
"TIC 23434737","TOI-1203 b","TOI-1203",4.15728880000,1.9110000,,2458545.89160000,1.52000000,1.179000,168.2267358,-34.4069371,64.99430000,7.9995000
"TIC 257060897","TIC 257060897 b","TIC 257060897",3.66003639000,4.7416800,0.78500000,2459473.94542000,17.26183028,1.863000,227.5321527,72.7103128,505.70300000,11.2633000
"TIC 35009898","TOI-654.01","TOI-654",1.52756100000,1.2000000,0.28924228,2459243.05840000,2.37800000,0.430000,164.7245509,-5.5475446,57.75530000,12.2255000
"TIC 68504570","K2-37 b","K2-37",4.44340000000,2.3000000,0.03580000,2456893.67530000,1.39000000,0.809000,243.4509662,-24.7870527,179.94300000,11.6368000
"TIC 437704321","K2-55 b","K2-55",2.84927100000,2.0060000,0.39540000,2456983.42290000,4.43000000,0.715000,333.7518786,-17.2508002,159.52200000,12.3071000
"TIC 402828941","TOI-5261 b","TOI-5261",4.15097680000,2.3592000,1.15300000,2459716.93100000,11.60129502,1.021000,305.4585453,19.4358468,377.05400000,12.1444000
"TIC 415276070","TOI-4773 b","TOI-4773",1.74528510000,1.9608000,0.75100000,2459673.53995000,15.22179579,1.550000,114.9426489,-21.4856184,492.88800000,11.4048000
"TIC 193336820","Ross 176 b","Ross 176",5.00663380000,1.6600000,0.12900000,2459829.76270000,1.84000000,0.569000,305.6897438,47.3086191,46.44880000,10.4382000
"TIC 402314147","K2-61 b","K2-61",2.57336000000,2.3300000,0.03640000,2456983.21400000,1.92000000,0.995000,339.6748444,-13.5600447,405.73200000,12.3951000
"TIC 143526233","TOI-6420 b","TOI-6420",6.96150800000,2.7504000,0.64900000,2459909.27030000,11.93756445,1.312000,125.5443036,-19.1242852,634.71200000,12.4877000
"TIC 68808155","TOI-5350 b","TOI-5350",7.58136700000,4.4856000,0.91100000,2459611.65813000,12.41955062,1.263000,74.4023015,21.6019759,277.41900000,11.1846000
"TIC 38354061","K2-73 b","K2-73",7.49556000000,3.5904000,0.05800000,2456987.67260000,2.58000000,1.058000,335.0256620,-9.0560881,269.18300000,11.2821000
"TIC 328081248","TOI-5799 b","TOI-5799",4.16450700000,1.3522000,0.26122397,2460255.41850000,1.73300000,0.321000,301.6301790,15.9891418,27.81230000,11.1798000
"TIC 219852882","TOI-1346 b","TOI-1346",1.76225380000,0.8779711,0.07335551,2459978.02390000,2.39000000,0.780000,256.6226752,68.8433031,115.45000000,10.7261000
"TIC 219852882","TOI-1346 c","TOI-1346",5.50255800000,3.1711008,0.08447023,2459771.72743000,2.23000000,0.780000,256.6226752,68.8433031,115.45000000,10.7261000
"TIC 6892385","K2-105 b","K2-105",8.26726000000,3.4300000,0.13380000,2457147.98867000,3.40000000,0.905000,125.4202985,13.4975122,197.98900000,11.2089000
"TIC 288144647","TOI-6223 b","TOI-6223",3.85521900000,2.0141000,0.66240000,2459856.48875000,5.07000000,0.576000,355.9505977,33.0672361,133.12200000,12.6758000
"TIC 259233660","TOI-6000 b","TOI-6000",0.44895900000,0.7637477,0.06748277,2460109.91700000,0.94000000,0.380000,292.6062979,68.1545924,75.76640000,13.1638000
"TIC 422349881","K2-189 c","K2-189",6.67932000000,2.7096000,0.07840000,2457223.41820000,2.31000000,0.879000,203.6214411,-15.0365158,242.11300000,11.7537000
"TIC 186810676","TOI-6303 b","TOI-6303",9.48523600000,2.9180000,3.24170000,2459901.01440000,11.59000000,0.609000,46.7806502,40.1471740,152.21900000,12.9386000
"TIC 152476657","WASP-120 b","WASP-120",3.61126721000,3.5377447,0.56840944,2456779.43470000,15.58048317,1.684430,62.6160813,-45.8982434,381.17400000,10.5831000
"TIC 178284730","WASP-140 b","WASP-140",2.23598448000,1.5254332,1.90580137,2456912.35261000,14.23540549,0.870000,60.3855387,-20.4509991,117.59800000,10.3074000
"TIC 354944123","TOI-4342 b","TOI-4342",5.53825920000,2.1820000,0.14071119,2458654.53479000,2.32900000,0.598000,324.3894196,-77.9791468,61.52040000,11.0318000
"TIC 468983280","TOI-5489 b","TOI-5489",3.15222000000,1.4637784,0.10397670,2458493.70710000,1.40000000,0.420000,128.6912940,11.4895882,45.09070000,11.6923000
"TIC 154872375","TOI-1135 b","TOI-1135",8.02773270000,4.4616000,0.57050000,2460466.30793000,9.91994792,1.202000,193.3963704,85.1294952,114.04800000,9.0285500
"TIC 298074836","TOI-5716 b","TOI-5716",6.76630000000,1.0575063,0.19983739,2458683.61514000,0.96000000,0.220000,201.9007989,73.1774325,39.41220000,13.1066000
"TIC 9989136","TOI-5734 b","TOI-5734",6.18418760000,2.3900000,0.10523509,2458842.51070000,2.10000000,0.639000,111.2558179,37.2311218,32.51020000,8.5446000
"TIC 281885301","K2-19 d","K2-19",2.50827000000,1.9300000,0.01900000,2456828.99090000,1.04400000,0.824000,174.9602543,0.6035960,289.82700000,12.3049000
"TIC 459837008","TOI-2267 c","TOI-2267 A",3.49504120000,0.8930000,0.28200000,2459525.64728000,1.14000000,0.207500,65.0614963,84.9008238,22.55000000,12.2591000
"TIC 459837008","TOI-2267 b","TOI-2267 A",2.28909000000,0.8150000,0.22300000,2459525.40333000,1.00000000,0.207500,65.0614963,84.9008238,22.55000000,12.2591000
"TIC 424196109","TOI-5007 b","TOI-5007",2.54337100000,1.4420000,2.13000000,2460068.81100000,11.07447293,0.656000,236.0638704,-61.0413649,203.35200000,13.6366000
"TIC 280097543","TOI-375 b","TOI-375",9.45469000000,9.8400000,0.13549262,2458329.29100000,10.77183045,2.900000,47.1499034,-77.3833275,396.21300000,10.4471000
"TIC 80611440","TOI-5422 b","TOI-5422",5.37721900000,4.6680000,0.32060000,2459961.67611000,9.10169233,1.474000,86.8436173,25.6260342,346.14100000,11.2391000
"TIC 8400842","XO-3 b","XO-3",3.19152309000,2.9638000,0.82000000,2457424.98786000,14.79585452,1.523000,65.4695814,57.8172095,213.05300000,9.4410000
"TIC 42883782","TOI-5788 b","TOI-5788",6.34075800000,3.3410000,0.03300000,2459611.74250000,1.52800000,0.870000,287.4249017,31.7615284,97.61400000,9.6069000
"TIC 219698776","TOI-1243 b","TOI-1243",4.65947790000,0.9011821,0.17251706,2459369.83103000,2.33000000,0.511000,135.7326412,71.6364158,43.18650000,11.1966000
"TIC 452508760","TOI-5938 b","TOI-5938",2.26042400000,1.9150000,0.26800000,2459820.18150000,3.82000000,0.712000,303.9088422,28.6592261,114.03500000,11.3519000
"TIC 405837291","TOI-7009 b","TOI-7009",2.32066120000,1.2270000,0.29350000,2460392.36270000,3.71000000,0.564000,299.5131334,55.6510291,184.12000000,12.9341000
"TIC 407591297","TOI-5388.01","TOI-5388",2.59467480000,0.3130000,0.10700000,2459348.07817000,0.99000000,0.300000,152.1765169,35.5475571,18.52260000,10.5737000
"TIC 112115898","TOI-6716 b","TOI-6716",4.71858980000,1.2370000,0.17348674,2459632.34484000,0.98200000,0.231000,111.6570820,-30.5521801,18.88730000,11.7735000
"TIC 306955329","TOI-1472 b","TOI-1472",6.36338574000,2.7400000,0.23686952,2459694.66385000,4.05800000,0.840000,14.1142611,48.6375168,121.84000000,10.5508000
"TIC 376353509","TOI-1648 b","TOI-1648",7.33160200000,1.5400000,0.08930000,2459925.34310000,2.54000000,0.810000,45.4011794,69.2299235,69.83500000,9.5831000
"TIC 427761355","TOI-1518 b","TOI-1518",1.90261131000,2.3950000,0.98800000,2459983.79194200,21.05046575,1.942000,352.2675207,67.0348062,225.88800000,8.7512700
"TIC 318022259","LHS 1903 b","LHS 1903",2.15550980000,1.5620000,0.05530000,2458844.57710000,1.38200000,0.539000,107.8658260,48.3279327,35.69170000,10.3595000
"TIC 318022259","LHS 1903 c","LHS 1903",6.22618500000,1.9860000,0.12100000,2458844.36920000,2.04600000,0.539000,107.8658260,48.3279327,35.69170000,10.3595000
"TIC 161032923","TOI-1080 b","TOI-1080",3.96524820000,1.0200000,0.36807544,2459756.40002000,1.20000000,0.201900,276.3683249,-52.2145730,25.55900000,12.7067000
"TIC 231949697","TIC 231949697 b","TIC 231949697",0.90720448719,0.9668435,0.07801900,2459204.37116824,1.52831855,0.492584,94.2576817,-43.3661845,50.24080000,11.3301000
"TIC 290131778","HD 202772 A b","HD 202772 A",3.30887750000,5.6731000,0.46700000,2458328.68357000,18.23701160,2.554000,319.6995877,-26.6163743,161.49800000,7.8759800
"TIC 408261725","TOI-4513 b","TOI-4513",9.76042253684,2.2316268,0.07900000,2459468.70118266,2.34587608,0.796628,18.0905179,13.7550796,102.60900000,9.9606400
"TIC 24750448","TIC 24750448 b","TIC 24750448",3.59159193029,2.1482521,,2459058.37268947,2.43722231,0.713599,26.1958598,-68.6447552,178.14600000,12.4972000
"TIC 77253676","TOI-697 b","TOI-697",8.60788713593,3.3441790,0.05550622,2459185.02728159,2.35859364,0.968149,69.7042208,-36.6813257,93.77140000,9.3553000
"TIC 33716474","TOI-4561 b","TOI-4561",8.93547936706,2.1393243,0.04205298,2459366.58690290,1.77789214,0.851957,60.9618951,-76.0214574,179.00800000,11.0559000
"TIC 337216118","TOI-4640 b","TOI-4640",2.68566015238,2.2493108,0.06328098,2459474.61326241,2.84326517,1.067150,38.2053190,10.0724659,245.08900000,11.0771000
"TIC 38828280","TIC 38828280 b","TIC 38828280",4.85558984762,2.1393358,,2459052.85296096,2.62701629,0.741147,68.3926457,-62.1697135,286.41500000,12.7806000
"TIC 278775625","TOI-921 b","TOI-921",5.12871907628,2.1590444,0.08094473,2459164.91866885,3.53409617,1.141650,99.6742038,-56.2205396,294.01500000,11.2559000
"TIC 307221757","TOI-4930 b","TOI-4930",6.78130241498,4.2251893,0.26400000,2459337.90144130,6.93277225,1.159260,208.6418883,-45.1544786,413.75700000,12.0678000
"TIC 62895484","TIC 62895484 b","TIC 62895484",2.83985434327,2.4833628,,2459577.91699396,3.49391667,0.874291,116.6385519,22.5903733,294.85700000,12.0666000
"TIC 408137826","TOI-941 b","TOI-941",8.51460888787,3.9173097,0.42436394,2458440.47598067,6.51165317,1.184900,78.3005249,6.5459146,263.38600000,10.9968000
"TIC 286712787","TOI-5159 b","TOI-5159",5.83639428843,2.6074961,0.02567045,2459531.98162073,1.54732112,0.854084,142.7859562,20.0193431,55.17880000,8.6739000
"TIC 86380416","TIC 86380416 b","TIC 86380416",6.04086434610,3.1347908,,2458701.56161169,2.41236120,0.989724,145.1603760,65.7327948,244.68000000,11.1858000
"TIC 281885301","K2-19 b","K2-19",7.91930000000,3.2370000,0.66730000,2456813.40000000,7.00000000,0.820000,174.9602543,0.6035960,289.82700000,12.3049000
"TIC 381360750","TOI-5335 b","TOI-5335",3.61365988443,2.5345785,0.17800000,2459488.19923532,4.02422162,0.916633,46.9523734,15.3590831,331.28900000,12.5223000
"TIC 88692598","TIC 88692598 b","TIC 88692598",2.64909436758,1.6702651,,2459628.16460407,1.81295951,0.532473,149.2109097,47.7706699,73.52580000,12.0152000
"TIC 287139872","TOI-1752 b","TOI-1752",0.93518610000,1.0410000,0.11502871,2459334.47908000,1.69300000,0.530000,253.4614861,60.7096197,103.02100000,12.7463000
"TIC 198241702","TOI-1269 c","TOI-1269",9.23786144195,2.7438438,0.06600000,2459711.38309896,2.22999162,0.848906,249.6966397,64.5591810,172.13800000,10.9897000
"TIC 291109653","TOI-5486 b","TOI-5486",2.02470073205,1.6549918,0.43900000,2459571.60343651,3.96824928,0.553216,190.5495041,3.7886012,89.68110000,12.2937000
"TIC 139702105","TIC 139702105 b","TIC 139702105",6.83601903383,2.2345072,,2459183.46192268,2.45316949,1.254230,66.4980340,-18.2145450,91.78840000,8.9996000
"TIC 53498154","TOI-5624 c","TOI-5624",7.88538500000,3.1650000,0.76200000,2459650.92410000,2.47400000,0.820000,180.8443476,49.2512257,101.91300000,10.0326000
"TIC 257241363","TOI-1718 b","TOI-1718",5.58703768615,3.0007770,0.19070000,2459518.47207549,4.10824994,0.939285,112.0180254,30.3217322,52.30440000,8.2558000
"TIC 318836983","TOI-5532 b","TOI-5532",5.65396594310,2.8984183,0.12231789,2459497.80870780,2.52763693,0.662052,41.3804035,5.1507331,90.99850000,11.5212000
"TIC 161045582","TIC 161045582 b","TIC 161045582",8.85577189959,4.1992390,,2459658.47003513,2.24566738,1.079760,223.6258514,49.0977250,162.24600000,10.1562000
"TIC 470987100","TOI-1732 b","TOI-1732",4.11923678339,2.1826809,0.12365042,2459584.76100942,2.49549787,0.632571,111.8014509,53.0452684,74.75990000,11.3266000
"TIC 252469648","TOI-5605 b","TOI-5605",5.91340454843,2.3829991,0.09800000,2459629.65111703,2.52611303,0.736044,150.5380078,50.1453867,95.07350000,11.0737000
"TIC 364074068","TOI-1756 b","TOI-1756",2.78301736297,1.8164400,0.09162641,2458859.47478748,1.94225664,0.562607,306.3287741,77.6364119,86.71590000,12.0948000
"TIC 316416562","TOI-5630 b","TOI-5630",3.22118452536,3.4226387,0.05360000,2459678.01545720,2.37117553,0.933361,236.4538532,40.3748618,134.04700000,10.3331000
"TIC 206466666","TIC 206466666 b","TIC 206466666",9.10486865159,2.5585481,,2459161.87393370,2.14817673,0.667193,56.7694828,-52.3667509,127.83700000,11.5299000
"TIC 381714186","TOI-1839 b","TOI-1839",1.42378440907,1.7875652,0.07210459,2458938.48301058,2.21895097,0.848099,196.8331106,5.8520458,116.08600000,10.2173000
"TIC 372831381","TOI-5926 b","TOI-5926",3.81122794237,2.2838641,0.65600000,2459812.32486960,7.56807148,0.890046,308.0784435,15.5030795,275.10300000,12.0025000
"TIC 290487717","TIC 290487717 b","TIC 290487717",3.40081822900,3.0772025,,2458526.69943932,6.63777941,0.943767,139.0870563,2.5508053,395.57400000,12.7226000
"TIC 151825527","TOI-672 b","TOI-672",3.63358100000,1.8000000,0.86684420,2458546.47960000,5.31000000,0.540000,167.9908627,-39.3281151,66.90710000,11.6739000
"TIC 198360694","TOI-2071 b","TOI-2071",5.67395386982,2.8641894,0.06412779,2459784.44248281,2.56484195,1.002860,256.6011813,57.6610327,231.31100000,11.0400000
"TIC 356227008","TIC 356227008 b","TIC 356227008",2.96147448702,2.5830627,,2459008.20336119,2.39024009,0.959792,267.2508238,50.1308080,387.60900000,12.3773000
"TIC 96925186","TOI-2518 b","TOI-2518",6.89797425216,3.6388174,0.05500000,2459231.04512184,2.26838675,0.993374,105.4448495,-34.9196867,160.82500000,10.2282000
"TIC 147821208","TOI-6393 b","TOI-6393",9.53176110329,3.1045696,0.10950000,2458702.88097223,2.75958542,0.766023,141.2436918,68.7883127,186.22900000,11.7801000
"TIC 266015990","EPIC 220674823 b","EPIC 220674823",0.57130782000,1.5990000,0.02847000,2459473.57120000,1.60600000,0.990000,13.0800239,10.7947051,244.59000000,11.4574000
"TIC 200805484","TOI-2654 b","TOI-2654",2.96760425926,1.8137941,1.04100000,2458414.30009512,7.94454164,0.756095,52.9815377,-47.9946912,248.96400000,13.0725000
"TIC 341405597","TOI-6699 b","TOI-6699",5.32005926761,2.5453885,0.09550000,2459046.64600095,2.32645266,0.753090,317.0695839,-63.2504996,85.84630000,10.4012000
"TIC 381714186","TOI-1839 c","TOI-1839",4.02393854207,2.3034727,,2459690.23538058,2.40867246,0.848099,196.8331106,5.8520458,116.08600000,10.2173000
"TIC 462553953","TOI-4156 b","TOI-4156",4.46189034133,3.1219890,0.05000000,2458893.15047155,2.53823825,1.039630,230.7808336,76.3318816,213.71900000,10.7152000
"TIC 160585062","TOI-7333 b","TOI-7333",6.26449803661,2.5698706,0.07800000,2459613.83792518,2.09469416,0.666066,243.5319622,75.9166315,157.21700000,12.1567000
"TIC 14227229","K2-111 b","K2-111",5.35189630000,3.2362000,0.01184000,2459519.13480000,1.83700000,1.250000,59.8903081,21.2985263,200.39400000,10.4561000
"TIC 325682877","TOI-4363 b","TOI-4363",2.11867592279,1.6776084,0.06648121,2459153.80959543,1.76689273,0.691320,37.1105554,-12.5493631,77.77510000,11.2473000
"TIC 156514476","TOI-6884 b","TOI-6884",4.80826400000,2.5630000,0.26800000,2459641.09870000,10.39072511,1.840000,193.0087935,26.6739510,562.37600000,11.4834000
"TIC 467651916","TOI-4602.01","TOI-4602",3.98129990000,3.4474000,0.00600000,2460591.50097000,2.45000000,1.080000,60.6003316,31.3298354,63.06370000,7.7746000
"TIC 348437470","TOI-3664 b","TOI-3664",3.29748390000,3.2200000,1.34040000,2460661.83115000,13.69737442,1.110000,35.3084940,59.7118568,464.74800000,12.9100000
"TIC 375654303","TOI-4034 b","TOI-4034",1.80209320000,3.2150000,0.85700000,2460661.21859000,17.71018951,1.830000,335.1469845,71.7673462,745.14500000,12.5798000
"TIC 207339000","TOI-4427 b","TOI-4427",4.61826210000,2.6550000,1.86143353,2459598.71295400,13.09208946,0.890000,135.0492615,72.1477473,198.25100000,11.3427000
"TIC 314835525","TOI-2049 b","TOI-2049",5.30346800000,4.9150000,0.22750000,2458768.84600000,16.64533634,3.200000,346.9098199,56.6945130,571.48700000,10.6568000
"TIC 229671380","TOI-4458 b","TOI-4458",3.93937920000,5.7530000,0.33680000,2459711.66523000,12.40834163,1.960000,252.1259976,74.7637501,505.43200000,11.0672000
"TIC 394657039","TOI-159 b","TOI-159",3.76283960000,4.2200000,1.13600000,2459382.23258000,18.18000000,1.620000,51.7822676,-78.5498308,347.59300000,10.5132000
"TIC 456945304","K2-370 b","K2-370",2.14080930000,1.6800000,0.06280000,2457860.71859000,2.67000000,0.945000,67.8205302,19.8316901,144.20200000,10.3729000
"TIC 305048087","TOI-237 c","TOI-237",1.74486147000,0.8270000,0.31400000,2459540.35059000,1.20600000,0.205600,353.2435381,-29.4164870,38.07490000,13.4102000
"TIC 137968594","Kepler-758 c","Kepler-758",4.75793986000,4.6770000,0.01245000,2454970.69702000,1.69000000,1.420000,293.0846115,41.1354049,1502.32000000,13.9522000
"TIC 122617317","TOI-4311 b","TOI-4311",0.99027380000,1.3567356,0.02789097,2458382.64090000,1.37600000,0.844100,41.6855224,-31.1793201,134.98800000,10.7236000
"TIC 170733187","Kepler-929 b","Kepler-929",0.92103213500,2.5345000,0.01015000,2454965.03025000,1.11000000,1.020000,298.4811022,41.6152603,1311.23000000,13.9847000
"TIC 417948359","TOI-1272 b","TOI-1272",3.31597650000,1.5210000,0.27700000,2458713.03098000,4.26000000,0.800000,199.1962036,49.8610591,137.57200000,11.0244000
"TIC 60256211","K2-183 b","K2-183",0.46928500000,1.5408000,0.02152000,2457196.91237000,1.10000000,0.870000,125.0071770,14.0194586,329.04100000,12.1741000
"TIC 332024125","K2-187 c","K2-187",2.87151200000,2.3760000,0.03900000,2457144.63842000,1.40000000,0.830000,132.5235618,23.1924709,330.91600000,12.3562000
"TIC 422349881","K2-189 b","K2-189",2.58812000000,2.2200000,0.03000000,2457222.14660000,1.40300000,0.879000,203.6214411,-15.0365158,242.11300000,11.7537000
"TIC 158388163","Kepler-491 b","Kepler-491",4.22538451200,2.8182900,0.75630000,2454970.56067430,8.92000000,1.030000,287.1305782,42.3501533,630.78500000,13.4584000
"TIC 27397848","Kepler-197 b","Kepler-197",5.59930800000,3.6810000,0.00848000,2455004.47282000,1.02000000,1.120000,295.2264739,50.5592348,330.57500000,11.4036000
"TIC 270698499","Kepler-216 b","Kepler-216",7.69364100000,5.0500000,0.03036000,2455009.50106000,2.35000000,1.260000,293.7280695,46.1291139,1187.47000000,13.5496000
"TIC 440724456","K2-176 b","K2-176",5.32943900000,2.7600000,0.02600000,2457066.78593000,1.49090097,0.864160,58.2691796,17.9069486,247.30200000,12.0651000
"TIC 98594138","K2-223 b","K2-223",0.50557000000,0.9000000,0.01000000,2457637.66396000,0.89000000,1.000000,185.3061830,-10.2820915,198.60400000,10.8242000
"TIC 36440357","CoRoT-4 b","CoRoT-4",9.20205000000,4.4317333,1.38123234,2454141.36416000,13.34000000,1.170000,102.1946233,-0.6727861,726.41200000,13.1573000
"TIC 38136597","K2-368 c","K2-368",9.66018600000,2.8560000,0.05220000,2456977.87220000,1.36100000,0.663000,332.6357627,-11.1661157,206.60800000,12.5832000
"TIC 280304863","CoRoT-7 b","CoRoT-7",0.85359163000,1.0590000,0.03500000,2454398.07756000,1.68135000,0.830000,100.9561682,-1.0630076,159.90600000,10.9996000
"TIC 176938958","K2-226 b","K2-226",3.27109000000,2.3232000,0.02520000,2457620.00820000,1.53899305,0.889000,183.6456643,-9.5626286,211.26500000,11.5473000
"TIC 98720809","K2-229 b","K2-229",0.58421600000,1.5000000,0.01625000,2457646.56655000,1.00000000,0.790000,186.8729195,-6.7218474,102.56400000,10.2496000
"TIC 330687113","K2-334 b","K2-334",5.11398100000,2.4600000,0.12903750,2458096.81022800,5.65000000,1.490000,136.4894259,16.3255146,371.82300000,10.9990000
"TIC 90090343","K2-379 b","K2-379",8.77724700000,2.9040000,0.09340000,2457303.90910000,2.18100000,0.751000,283.0317641,-27.1807287,182.20700000,12.2054000
"TIC 441907126","K2-202 b","K2-202",3.40516400000,2.0328000,0.05790000,2457304.25153000,2.30165603,0.910685,283.2643203,-22.4070553,300.39700000,12.4419000
